bibtex_key;title;author;journal;year;source;pages;volume;abstract;document_type;doi;url;affiliation;author_keywords;keywords;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
;15 - Envisioning Education 4.0—A scenario planning approach to predicting the future;Martin Hamilton;;2021;Science@Direct;267-283;;What could the future of education look like for libraries, those who run them, and their patrons? In this chapter, we will look at some key trends and how they could play out using a scenario planning approach, and model the potential impact on key actors and our institutions themselves. We will introduce the scenario planning methodology originally developed by Shell in the 1970s and subsequently adopted by groups as diverse as the fashion industry (Forum for the Future, 2019), the International Olympic Committee (IOC, 2020), and the UK’s Government Office for Science (GO-Science, 2017). We will specifically address the extent to which the delivery of education could be transformed by Fourth Industrial Revolution technologies—and what the resulting ‘Education 4.0’ paradigm might look like. Will most universities and colleges as we know them to cease to exist, with everyone having the chance to earn an online qualification from one of the world’s most prestigious institutions or study for a widely respected industry-led certification? Or will formal education become even more vital because of the advanced skills required for careers in areas such as biotechnology and artificial intelligence?;;https://doi.org/10.1016/B978-0-12-822144-0.00015-X;https://www.sciencedirect.com/science/article/pii/B978012822144000015X;;;Education 4.0, Industry 4.0, Scenario planning, Innovation, Technological change;Chandos Publishing;;;;;45350;45350;annazenaide;;Duplicated;
;A comprehensive framework for hand gesture recognition using hybrid-metaheuristic algorithms and deep learning models;Hassan Mohyuddin and Syed Kumayl Raza Moosavi and Muhammad Hamza Zafar and Filippo Sanfilippo;Array;2023;Science@Direct;100317;19;This paper presents a novel methodology that utilizes gesture recognition data, which are collected with a Leap Motion Controller (LMC), in tandem with the Spotted Hyena-based Chimp Optimization Algorithm (SSC) for feature selection and training of deep neural networks (DNNs). An expansive tabular database was created using the LMC for eight distinct gestures and the SSC algorithm was used for discerning and selecting salient features. This refined feature subset is then utilized in the subsequent training of a DNN model. A comprehensive comparative analysis is conducted to evaluate the performance of the SSC algorithm in comparison with established optimization techniques, such as Particle Swarm Optimization(PSO), Grey Wolf Optimizer(GWO), and Sine Cosine Algorithm(SCA), specifically in the context of feature selection. The empirical findings decisively establish the efficacy of the SSC algorithm, consistently achieving a high accuracy rate of 98% in the domain of gesture recognition tasks. The feature selection approach proposed emphasizes its intrinsic capacity to enhance not only the accuracy of gesture recognition systems and its wider suitability across diverse domains that require sophisticated feature extraction techniques.;;https://doi.org/10.1016/j.array.2023.100317;https://www.sciencedirect.com/science/article/pii/S2590005623000425;;;Feature selection, Dimensional reduction, Big data, Meta heuristic algorithms, Machine learning;;2590-0056;;;;45350;45350;annazenaide;;Duplicated;
;Learning factory FleXtory: Interactive loops between real and virtual factory through digital twin;I. Rasovska and I. Deniaud and F. Marmier and J.-L. Michalak;IFAC-PapersOnLine;2022;Science@Direct;1938-1943;55;The digitalization increase in industrial processes is perceived as an opportunity to grow up the competitiveness of companies. Data is more and more accessible, potentially allowing making better decisions at all levels of the company. Job profiles are then changing and requiring new skills, more focused on new technologies and information systems. The most effective way to acquire necessary skills is a “learning by doing” way in industrial projects and processes. The learning factory FleXtory was designed and produced in this objective and at the crossroad of the academic and the industrial environment. It allows running combinations of theoretical and applied tools in the context of industry 4.0. This is based on interactive loops between the real and the virtual world passing through the digital twin of the learning factory. The pedagogical modules developed within this learning factory address the evolution of professional competencies and skills in according to the transition to industry 4.0. This transformation supposes the development of the ability for professionals to work within a digital environment. In this paper we propose an architecture model of FleXtory favoring the return on experience/information loop within the digital transformation of the learning factory. The originality of our work is to consider this architecture from the point of view of the pedagogical specifications of the proposed learning models and the future perspective of their use.;;https://doi.org/10.1016/j.ifacol.2022.09.682;https://www.sciencedirect.com/science/article/pii/S2405896322020006;;;Industry 4.0, Learning factory architecture, Virtual factory, Digital twin;;2405-8963;;10th IFAC Conference on Manufacturing Modelling, Management and Control MIM 2022;;45350;45350;annazenaide;;Duplicated;
;TransCNNLoc: End-to-end pixel-level learning for 2D-to-3D pose estimation in dynamic indoor scenes;Shengjun Tang and Yusong Li and Jiawei Wan and You Li and Baoding Zhou and Renzhong Guo and Weixi Wang and Yuhong Feng;ISPRS Journal of Photogrammetry and Remote Sensing;2024;Science@Direct;218-230;207;Accurate localization in GPS-denied environments has always been a core issue in computer vision and robotics research. In indoor environments, vision-based localization methods are susceptible to changes in lighting conditions, viewing angles, and environmental factors, resulting in localization failures or limited generalization capabilities. In this paper, we propose the TransCNNLoc framework, which consists of an encoding–decoding network designed to learn more robust image features for camera pose estimation. In the image feature encoding stage, CNN and Swin Transformer are integrated to construct the image feature encoding module, enabling the network to fully extract global context and local features from images. In the decoding stage, multi-level image features are decoded through cross-layer connections while computing per-pixel feature weight maps. To enhance the framework’s robustness to dynamic objects, a dynamic object recognition network is introduced to optimize the feature weights. Finally, a multi-level iterative optimization from coarse to fine levels is performed to recover six degrees of freedom camera pose. Experiments were conducted on the publicly available 7scenes dataset as well as a dataset collected under changing lighting conditions and dynamic scenes for accuracy validation and analysis. The experimental results demonstrate that the proposed TransCNNLoc framework exhibits superior adaptability to dynamic scenes and lighting changes. In the context of static environments within publicly available datasets, the localization technique introduced in this study attains a maximal precision of up to 5 centimeters, consistently achieving superior outcomes across a majority of the scenarios. Under the conditions of dynamic scenes and fluctuating illumination, this approach demonstrates an enhanced precision capability, reaching up to 3 centimeters. This represents a substantial refinement from the decimeter scale to a centimeter scale in precision, marking a significant advancement over the existing state-of-the-art (SOTA) algorithms. The open-source repository for the method proposed in this paper can be found at the following URL: github.com/Geelooo/TransCNNloc.;;https://doi.org/10.1016/j.isprsjprs.2023.12.006;https://www.sciencedirect.com/science/article/pii/S0924271623003398;;;Indoor localization, Feature learning, Structure from motion, Levenberg–Marquardt, Image retrieval;;0924-2716;;;;45350;45350;annazenaide;;Duplicated;
;The advantages of virtual dogs over virtual people: Using augmented reality to provide social support in stressful situations;Nahal Norouzi and Kangsoo Kim and Gerd Bruder and Jeremy N. Bailenson and Pamela Wisniewski and Gregory F. Welch;International Journal of Human-Computer Studies;2022;Science@Direct;102838;165;"Past research highlights the potential for leveraging both humans and animals as social support figures in one’s real life to enhance performance and reduce physiological and psychological stress. Some studies have shown that typically dogs are more effective than people. Various situational and interpersonal circumstances limit the opportunities for receiving support from actual animals in the real world introducing the need for alternative approaches. To that end, advances in augmented reality (AR) technology introduce new opportunities for realizing and investigating virtual dogs as social support figures. In this paper, we report on a within-subjects 3x1 (i.e., no support, virtual human, or virtual dog) experimental design study with 33 participants. We examined the effect on performance, attitude towards the task and the support figure, and stress and anxiety measured through both subjective questionnaires and heart rate data. Our mixed-methods analysis revealed that participants significantly preferred, and more positively evaluated, the virtual dog support figure than the other conditions. Emerged themes from a qualitative analysis of our participants’ post-study interview responses are aligned with these findings as some of our participants mentioned feeling more comfortable with the virtual dog compared to the virtual human although the virtual human was deemed more interactive. We did not find significant differences between our conditions in terms of change in average heart rate; however, average heart rate significantly increased during all conditions. Our research contributes to understanding how AR virtual support dogs can potentially be used to provide social support to people in stressful situations, especially when real support figures cannot be present. We discuss the implications of our findings and share insights for future research.";;https://doi.org/10.1016/j.ijhcs.2022.102838;https://www.sciencedirect.com/science/article/pii/S1071581922000659;;;Augmented reality, Augmented reality dog, Virtual animals, Social support;;1071-5819;;;;45350;45350;annazenaide;;Duplicated;
;Challenging the future: Development of students’ multimodal competencies by designing an online exhibition;Chia-Ching Lin;Entertainment Computing;2024;Science@Direct;100614;48;Because of the restrictions related to the COVID-19 pandemic, pedagogy has increasingly depended on educational technology. Accordingly, this study explored university students’ perception of the implementation of project-based learning (PBL) for the use of technology and development of multimodal competencies. A PBL-based elective course was introduced at a university in Taiwan, in which participating students designed an online English exhibition. Through the design-based approach of the intervention and guided by graphical notations, the participants learned how to organize an online exhibition by implementing professional knowledge and technology. This study qualitatively investigated the participants’ performance and reflections on PBL. Designing the online exhibition enhanced the participants’ knowledge about meetings, incentives, conferences, and exhibitions and their English skills. This approach further improved pedagogy and enhanced the participants’ practical experience in organizing an online event.;;https://doi.org/10.1016/j.entcom.2023.100614;https://www.sciencedirect.com/science/article/pii/S1875952123000691;;;Design-based research, Multimodal competency, Online exhibition, Project-based learning, Virtual reality;;1875-9521;;;;45350;45350;annazenaide;;Duplicated;
;An autonomous computation offloading strategy in Mobile Edge Computing: A deep learning-based hybrid approach;Ali Shakarami and Ali Shahidinejad and Mostafa Ghobaei-Arani;Journal of Network and Computer Applications;2021;Science@Direct;102974;178;The fast growth of under developing internet-based technologies has been leading to propose promising methods to handle the heterogeneous massive volume of data produced by pervasive smart equipments such as handy mobile devices. Thanks to the mentioned technologies, these mobile devices can run critical business/entertainment applications such as Augmented Reality, Virtual Reality, vehicular networks, and media streaming. However, due to such devices' inherent limitations, some emerging computation environments such as Mobile Edge Computing have been introduced to achieve some essential requirements such as low latency, low energy consumption, and low cost. In the literature, offloading is a technique to transfer the burden of the mobile devices' work incurred by running applications' requests to these computation environments. On the other hand, exploring the computation environment to find the most efficient place to execute such requests is challenging work to achieve. In addition, different researches have been proposed to cope with the management problems of the offloading criterion. In this paper, an autonomous computation offloading framework is proposed to address some challenges related to time-intensive and resource-intensive applications. However, to the best of the authors’ knowledge, the proposed autonomous framework has not been explored as a control model for self-management in the computation offloading criterion. Besides, to cope with the large dimension of the offloading decision-making problem, different simulations including Deep Neural Networks, multiple linear regression, hybrid model, and Hidden Markov Model as the planning module of the mentioned autonomous methodology have been conducted. Simulation results show that the proposed hybrid model can appropriately fit the problem with near-optimal accuracy regarding the offloading decision-making, the latency, and the energy consumption predictions in the proposed self-management framework.;;https://doi.org/10.1016/j.jnca.2021.102974;https://www.sciencedirect.com/science/article/pii/S1084804521000011;;;Offloading, Mobile edge computing, Machine learning, Neural networks, Hidden markov model, Regression;;1084-8045;;;;45350;45350;annazenaide;;Duplicated;
;Federated learning for 5G and beyond, a blessing and a curse- an experimental study on intrusion detection systems;Taki Eddine Toufik Djaidja and Bouziane Brik and Abdelwahab Boualouache and Sidi Mohammed Senouci and Yacine Ghamri-Doudane;Computers & Security;2024;Science@Direct;103707;139;5G's service providers now leverage Deep Learning (DL) to automate their network slice management, provisioning, and security. To this end, each slice owner contributes data to feed a common dataset used to train centralized learning models. However, this method raises privacy considerations that prevent its usage. Therefore, Federated learning (FL), a collaborative approach that ensures data privacy, is being investigated while striving toward the same performance as centralized learning. As 5G and beyond services are so diverse, the local slice's data is not intended to reflect the entire data distribution. Thus, local data of slices are Non-Independently and non-Identically distributed (Non-IID), posing a challenge for FL-based models. In this paper, we investigate the use of FL to secure network slices and detect potential attacks. For that purpose, we first propose an architecture for deploying intrusion detection systems (IDSs) in 5G and beyond networks. Next, we thoroughly evaluate the latest state-of-art FL algorithms, including FedAvg, FedProx, FedPer, and SCAFFOLD, in the context of Independently and Identically Distributed (IID) and Non-IID data distributions. We compare these FL models to centralized and local DL models. We find that SCAFFOLD outperforms all the other FL algorithms and ensures a stable learning loss convergence, a promising finding that strengthens the case for leveraging FL in IDS development. Nevertheless, none of the FL models could achieve the centralized model's performance in Non-IID scenarios.;;https://doi.org/10.1016/j.cose.2024.103707;https://www.sciencedirect.com/science/article/pii/S0167404824000087;;;Federated learning, Deep learning, IDS, NON-IID, 5G and beyond;;0167-4048;;;;45350;45350;annazenaide;;Duplicated;
;A Cross-Domain Systematic Mapping Study on Software Engineering for Digital Twins;Manuela Dalibor and Nico Jansen and Bernhard Rumpe and David Schmalzing and Louis Wachtmeister and Manuel Wimmer and Andreas Wortmann;Journal of Systems and Software;2022;Science@Direct;111361;193;Digital Twins are currently investigated as the technological backbone for providing an enhanced understanding and management of existing systems as well as for designing new systems in various domains, e.g., ranging from single manufacturing components such as sensors to large-scale systems such as smart cities. Given the diverse application domains of Digital Twins, it is not surprising that the characterization of the term Digital Twin, as well as the needs for developing and operating Digital Twins are multi-faceted. Providing a better understanding what the commonalities and differences of Digital Twins in different contexts are, may allow to build reusable support for developing, running, and managing Digital Twins by providing dedicated concepts, techniques, and tool support. In this paper, we aim to uncover the nature of Digital Twins based on a systematic mapping study which is not limited to a particular application domain or technological space. We systematically retrieved a set of 1471 unique publications of which 356 were selected for further investigation. In particular, we analyzed the types of research and contributions made for Digital Twins, the expected properties Digital Twins have to fulfill, how Digital Twins are realized and operated, as well as how Digital Twins are finally evaluated. Based on this analysis, we also contribute a novel feature model for Digital Twins from a software engineering perspective as well as several observations to further guide future software engineering research in this area.;;https://doi.org/10.1016/j.jss.2022.111361;https://www.sciencedirect.com/science/article/pii/S0164121222000917;;;Software Engineering, Digital Twins, Manufacturing, Industry 4.0;;0164-1212;;;;45350;45350;annazenaide;;Duplicated;
;On the feasibility of Federated Learning towards on-demand client deployment at the edge;Mario Chahoud and Safa Otoum and Azzam Mourad;Information Processing & Management;2023;Science@Direct;103150;60;Nowadays, researchers are investing their time and devoting their efforts in developing and motivating the 6G vision and resources that are not available in 5G. Edge computing and autonomous vehicular driving applications are more enhanced under the 6G services that are provided to successfully operate tasks. The huge volume of data resulting from such applications can be a plus in the AI and Machine Learning (ML) world. Traditional ML models are used to train their models on centralized data sets. Lately, data privacy becomes a real aspect to take into consideration while collecting data. For that, Federated Learning (FL) plays nowadays a great role in addressing privacy and technology together by maintaining the ability to learn over decentralized data sets. The training is limited to the user devices only while sharing the locally computed parameter with the server that aggregates those updated weights to optimize a global model. This scenario is repeated multiple rounds for better results and convergence. Most of the literature proposed client selection methods to converge faster and increase accuracy. However, none of them has targeted the ability to deploy and select clients in real-time wherever and whenever needed. In fact, some mobile and vehicular devices are not available to serve as clients in the FL due to the highly dynamic environments and/or do not have the capabilities to accomplish this task. In this paper, we address the aforementioned limitations by introducing an on-demand client deployment in FL offering more volume and heterogeneity of data in the learning process. We make use of containerization technology such as Docker to build efficient environments using any type of client devices serving as volunteering devices, and Kubernetes utility called Kubeadm to monitor the devices. The performed experiments illustrate the relevance of the proposed approach and the efficiency of the deployment of clients whenever and wherever needed.;;https://doi.org/10.1016/j.ipm.2022.103150;https://www.sciencedirect.com/science/article/pii/S0306457322002515;;;Edge computing, 6G, Artificial Intelligence, Federated Learning, Privacy, On-demand client deployment;;0306-4573;;;;45350;45350;annazenaide;;Duplicated;
;A deep learning classification framework for early prediction of team-based academic performance;F. Giannakas and C. Troussas and I. Voyiatzis and C. Sgouropoulou;Applied Soft Computing;2021;Science@Direct;107355;106;The prediction of the performance of teams during the collaboration of their members is considered a difficult task for various reasons. However, an accurate prediction would assist educators and learning experts in the extraction of useful knowledge for designing learning interventions for improving teams’ outcomes. The main objective of the current paper is to explore and propose a Deep Neural Network (DNN) framework for binary classification with two hidden layers, for the early prediction of teams’ performance in the domain of software engineering. The framework was evaluated by using different activation functions (Sigmoid, ReLu, and Tanh) and optimizers (Adagrad and Adadelta). A dataset created from over 30000 entries grouped in 74 teams was used for training and evaluating the framework. Additionally, the SHapley Additive exPlanations (SHAP) approach was used to interpret the framework and extract the most important features having a positive or negative impact on its final prediction. Among other conclusions, it was shown that the prediction accuracy of the framework, when the Adadelta and Adagrad optimizers were used, was found to be 76.73% and 82.39%, respectively, while its overall learning performance was 80.76% and 86.57%, meaning that it is capable of predicting teams’ performance adequately and accurately.;;https://doi.org/10.1016/j.asoc.2021.107355;https://www.sciencedirect.com/science/article/pii/S1568494621002787;;;Deep neural network, Team performance prediction, Collaboration, Machine learning, Computer-assisted learning;;1568-4946;;;;45350;45350;annazenaide;;Duplicated;
;Fostering Additive Manufacturing of Special Parts with Augmented-Reality On-Site Visualization;Dominik Kutej and Wolfgang Vorraber;Procedia Manufacturing;2019;Science@Direct;13-21;39;This paper presents the engineering and evaluation of a novel use case in the area of production that seizes the potentials of two disruptive technologies – additive manufacturing (AM) and augmented reality (AR). A smartphone-based AR application was developed to support the workflow of producing special components based on AM. The developed app fosters the evaluation of individually engineered parts based on virtual three-dimensional (3D)-computer-aided design (CAD) models projected to the intended installation-site. This supports the detection of problems caused by inaccessible raw measurements or difficult to anticipate movements of the produced parts. The designed app was tested in a real-world industrial setting. In total, six production engineers conducted 12 test runs. The tests were video recorded and complemented by questionnaires. Both data sources served as a basis for the conducted analysis aiming to evaluate this case. This paper shares key insights gained by the evaluation of the implemented application in a real-world industrial setting and provides evidence of how disruptive new technologies may be used to support shop floor production processes.;;https://doi.org/10.1016/j.promfg.2020.01.223;https://www.sciencedirect.com/science/article/pii/S2351978920302675;;;Information Systems, Augmented Reality, Additive Manufacturing, Service Design;;2351-9789;;25th International Conference on Production Research Manufacturing Innovation: Cyber Physical Manufacturing August 9-14, 2019 | Chicago, Illinois (USA);;45350;45350;annazenaide;;Duplicated;
;An examination of mobile phone pointing in surface mapped spatial augmented reality;Jeremy Hartmann and Daniel Vogel;International Journal of Human-Computer Studies;2021;Science@Direct;102662;153;We investigate mobile phone pointing in Spatial Augmented Reality (SAR), where digital content is mapped onto the surfaces of a real physical environment. Three pointing techniques are compared: raycast, viewport, and direct. A first experiment examines these techniques in a realistic five-projector SAR environment with representative targets distributed across different surfaces. Participants were permitted free movement, so variations in target occlusion and target view angle occurred naturally. A second experiment validates and further generalizes findings by strictly controlling target occlusion and view angle in a simulated SAR pointing task using an AR HMD. Overall, results show raycast is fastest for non-occluded targets, direct is most accurate, and fastest for occluded targets in close proximity, and viewport falls in between. Using the experiment data, we formulate and evaluate a new Fitts’ model combining two spatial configurations in a SAR pointing task to capture key characteristics, initial target occlusion, target view angle, and user movement. Analysis shows it is a better predictor than previous models.;;https://doi.org/10.1016/j.ijhcs.2021.102662;https://www.sciencedirect.com/science/article/pii/S107158192100080X;;;Augmented reality, Mobile input, Pointing, Fitts’ modeling;;1071-5819;;;;45350;45350;annazenaide;;Duplicated;
;Novel method for augmented reality guided endodontics: An in vitro study;Marco Farronato and Andres Torres and Mariano S. Pedano and Reinhilde Jacobs;Journal of Dentistry;2023;Science@Direct;104476;132;"Objective
The aim of this study is to evaluate the accuracy in endodontics of a novel augmented reality (AR) method for guided access cavity preparation in 3D-printed jaws.
Methods
Two operators with different levels of experience in endodontics performed pre-planned virtually guided access cavities through a novel markerless AR system on three sets of 3D-printed jaw models (Objet Connex 350, Stratasys) mounted on a phantom. After the treatment, a post-operative high-resolution CBCT scan (NewTom VGI Evo, Cefla) was taken for each model and registered to the pre-operative model. All the access cavities were then digitally reconstructed by filling the cavity area using 3D medical software (3-Matic 15.0, materialize). For the anterior teeth and the premolars, the deviation at the coronal and apical entry points as well as the angular deviation of the access cavity were compared to the virtual plan. For the molars, the deviation at the coronal entry point was compared to the virtual plan. Additionally, the surface area of all access cavities at the entry point was measured and compared to the virtual plan. Descriptive statistics for each parameter were performed. A 95% confidence interval was calculated.
Results
A total of 90 access cavities were drilled up to a depth of 4 mm inside the tooth. The mean deviation in the frontal teeth and in the premolars at the entry point was 0.51 mm and 0.77 mm at the apical point, with a mean angular deviation of 8.5° and a mean surface overlap of 57%. The mean deviation for the molars at the entry point was 0.63 mm, with a mean surface overlap of 82%.
Conclusion
The use of AR as a digital guide for endodontic access cavity drilling on different teeth showed promising results and might have potential for clinical use. However, further development and research might be needed before in vivo validation.";;https://doi.org/10.1016/j.jdent.2023.104476;https://www.sciencedirect.com/science/article/pii/S0300571223000635;;;Visual-inertial odometry, Guided endodontics, Augmented reality, Cone-beam computed tomography, Minimal invasive endodontics;;0300-5712;;;;45350;45350;annazenaide;;Duplicated;
;Contributions to the design of mobile applications for visitors of Botanical Gardens;Stefan Postolache and Rafael Torres and Ana Paula Afonso and Maria Beatriz Carmo and Ana Paula Cláudio and Dulce Domingos and António Ferreira and Raquel Barata and Palmira Carvalho and Ana Godinho Coelho and Maria Cristina Duarte and César Garcia and Ana Isabel Leal and Paula Redweik;Procedia Computer Science;2022;Science@Direct;389-399;196;Botanical Gardens are among the most visited touristic attractions, offering scientific, educational, cultural and leisure activities to preserve and enhance heritage and disseminating specialised knowledge on science and history. There are several mobile applications (apps) to support visitors of Botanical Gardens, which explore augmented reality technologies to enrich their experience. Our work aims to systematize a set of requirements that must be considered in the development of these apps. We have applied them in the development of an app for a Botanical Garden available for Android and iOS. Preliminary data analysis of the use of our app revealed some characteristics of the visitors and the preferred tours. Meanwhile we are evaluating our app by conducting a user study.;;https://doi.org/10.1016/j.procs.2021.12.028;https://www.sciencedirect.com/science/article/pii/S1877050921022511;;;Mobile Applications, Botanical Gardens, Augmented Reality;;1877-0509;;International Conference on ENTERprise Information Systems / ProjMAN - International Conference on Project MANagement / HCist - International Conference on Health and Social Care Information Systems and Technologies 2021;;45350;45350;annazenaide;;Duplicated;
;Adaptive digital twins for energy-intensive industries and their local communities;Timothy Gordon Walmsley and Panos Patros and Wei Yu and Brent R. Young and Stephen Burroughs and Mark Apperley and James K. Carson and Isuru A. Udugama and Hattachai Aeowjaroenlap and Martin J. Atkins and Michael R. W. Walmsley;Digital Chemical Engineering;2024;Science@Direct;100139;10;Digital Twins (DTs) are high-fidelity virtual models that behave-like, look-like and connect-to a physical system. In this work, the physical systems are operations and processes from energy-intensive industrial plants and their local communities. The creation of DTs demands expertise not just in engineering, but also in computer science, data science, and artificial intelligence. Here, we introduce the Adaptive Digital Twins (ADT) concept, anchored in five attributes inspired by the self-adaptive systems field from software engineering. These attributes are self-learning, self-optimizing, self-evolving, self-monitoring, and self-protection. This new approach merges cutting-edge computing with pragmatic engineering needs. ADTs can enhance decision-making in both the design phase and real-time operation of industrial facilities and allow for versatile 'what-if' scenario simulations. Seven applications within the energy-intensive industries are described where ADTs could be transformative.;;https://doi.org/10.1016/j.dche.2024.100139;https://www.sciencedirect.com/science/article/pii/S2772508124000012;;;Digital twin, Process simulation, Machine learning, Self-adative systems, Process control, Process integration;;2772-5081;;;;45350;45350;annazenaide;;Duplicated;
;A critical analysis of image-based camera pose estimation techniques;Meng Xu and Youchen Wang and Bin Xu and Jun Zhang and Jian Ren and Zhao Huang and Stefan Poslad and Pengfei Xu;Neurocomputing;2024;Science@Direct;127125;570;Camera, and associated with its objects within the field of view, localization could benefit many computer vision fields, such as autonomous driving, robot navigation, and augmented reality (AR). After decades of progress, camera localization, also called camera pose estimation could compute the 6DoF pose of objects for a camera in a given image, with respect to different images in a sequence or formats. Structure feature-based localization methods have achieved great success when integrated with image matching or with a coordinate regression stage. Absolute and relative pose regression methods using transfer learning can support end-to-end localization to directly regress a camera pose but achieve a less accurate performance. Despite the rapid development of multiple branches in this area, a comprehensive, in-depth and comparative analysis is lacking to summarize, classify and compare, structure feature-based and regression-based camera localization methods. Existing surveys either focus on larger SLAM (Simultaneous Localization and Mapping) systems or on only part of the camera localization method, lack detailed comparisons and descriptions of the methods or datasets used, neural network designs such as loss designs, and input formats, etc. In this survey, we first introduce specific application areas and the evaluation metrics for camera localization pose according to different sub-tasks (learning-based 2D-2D task, 2D-3D task, and 3D-3D task). Then, we review common methods for structure feature-based camera pose estimation approaches, absolute pose regression and relative pose regression approaches by critically modelling the methods to inspire further improvements in their algorithms such as loss functions, and neural network structures. Furthermore, we summarize what are the popular datasets used for camera localization and compare the quantitative and qualitative results of these methods with detailed performance metrics. Finally, we discuss future research possibilities and applications.;;https://doi.org/10.1016/j.neucom.2023.127125;https://www.sciencedirect.com/science/article/pii/S0925231223012481;;;Camera pose regression, Structure feature-based localization, Absolute pose regression, Relative pose regression;;0925-2312;;;;45350;45350;annazenaide;;Duplicated;
;Towards a proactive vision of the training for the 4.0 Industry: From the required skills diagnostic to the training of employees;François Marmier and Ioana Deniaud and Ivana Rasovska and Jean-Louis Michalak;IFAC-PapersOnLine;2021;Science@Direct;1144-1149;54;The digitalisation increase in industrial processes is perceived, by companies, as an opportunity to grow up their competitivity. Data are more and more accessible, potentially allowing making better decisions at all the level of the company. Then, job profiles and their required skills are changing. However, if competencies focused on software tools, programming, data analysis, simulation, virtual design, automatics and electronics becomes necessary, the initial trainings and continuous trainings are not changing as fast. Moreover, if new technologies are more available in companies, the workforce suffers of a lack of preparation. It generates risks of mistakes, improper use of tools and information, under performed activities, insufficiently informed decision. A global vision of how to train the whole industrial network is necessary to generate a progress of the whole industry. Workers must get the right skills for their activities in order to become a factor of efficiency for their workshop and consequently for the whole logistic chain. In that way, the role of the universities is to develop trainings for up-to-date needs as the industry 4.0. For this purpose, this paper introduced an overview of how to propose actual trainings on the topic of the Industry 4.0 both customized for the companies and for the learners. We detail more specifically in this paper 3 tools we develop at the University of Strasbourg: (1) a diagnostic tool to get the maturity level of companies and propose adapted learning paths. (2) a set of grids to design adapted learning path to the different work. (3) a Learning Factory to allow a learning by doing way.;;https://doi.org/10.1016/j.ifacol.2021.08.135;https://www.sciencedirect.com/science/article/pii/S240589632100896X;;;Active Learning, leaning path to 4.0, Engineering education, Human factor, Industry 4.0, Learning Factory, Skills;;2405-8963;;17th IFAC Symposium on Information Control Problems in Manufacturing INCOM 2021;;45350;45350;annazenaide;;Duplicated;
;Guidance in Designing A Smart Campus: A Systematic Literature Review;Hadad Al Akbar and Muhammad Reza Faturrahman and Sidharta Sidharta;Procedia Computer Science;2023;Science@Direct;83-91;227;With the latest development in information technology, smart campuses have become a topic that attracts attention in the world of education, especially in higher education. The smart campus has the potential to change the way of managing, accessing facil- ities, and teaching and learning process. The smart campus can collaborate various latest technologies such as edge computing, blockchain, deep learning, virtual reality, and other trend recent technologies. Therefore, this research is a guideline for developing an effective and efficient smart campus system with the latest information and communication technology. This paper explains smart campus technology, features, architecture that have been implemented in real life. Thirty-two papers will be analyzed using the Systematic Literature Review (SLR) method. Hopefully, this guideline can be a valuable reference for smart campus designers, researchers, and practitioners interested in developing innovative and efficient smart campus systems.;;https://doi.org/10.1016/j.procs.2023.10.505;https://www.sciencedirect.com/science/article/pii/S187705092301671X;;;Smart Campus, Guideline, Architecture, IoT Technology, Systematic Literature Review;;1877-0509;;8th International Conference on Computer Science and Computational Intelligence (ICCSCI 2023);;45350;45350;annazenaide;;Duplicated;
;Serious games in science education: a systematic literature;Mohib Ullah and Sareer Ul Amin and Muhammad Munsif and Muhammad Mudassar Yamin and Utkurbek Safaev and Habib Khan and Salman Khan and Habib Ullah;Virtual Reality & Intelligent Hardware;2022;Science@Direct;189-209;4;Teaching science through computer games, simulations, and artificial intelligence (AI) is an increasingly active research field. To this end, we conducted a systematic literature review on serious games for science education to reveal research trends and patterns. We discussed the role of virtual reality (VR), AI, and augmented reality (AR) games in teaching science subjects like physics. Specifically, we covered the research spanning between 2011 and 2021, investigated country-wise concentration and most common evaluation methods, and discussed the positive and negative aspects of serious games in science education in particular and attitudes towards the use of serious games in education in general.;;https://doi.org/10.1016/j.vrih.2022.02.001;https://www.sciencedirect.com/science/article/pii/S2096579622000201;;;Serious games, Simulations, Artificial intelligence, Virtual reality, Augmented reality, Games in education;;2096-5796;;;;45350;45350;annazenaide;;Duplicated;
